Customer ID,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
1135-LMECX,None,Yes,16.47,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1136-XGEQU,Offer B,Yes,46.49,Yes,Yes,DSL,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1137-DGOWI,None,Yes,17.33,No,Yes,DSL,13,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1139-WUOAH,None,No,0,No Info,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,No
1140-UKVZG,Offer D,Yes,9.84,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1142-IHLOO,Offer B,Yes,14.37,No,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes
1142-WACZW,None,No,0,No Info,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes
1143-NMNQJ,None,Yes,14.07,Yes,Yes,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes
1150-FTQGN,Offer B,Yes,48.04,Yes,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,No,No,Yes
1150-WFARN,None,Yes,32.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1153-GNOLC,None,No,0,No Info,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes
1154-HYWWO,Offer C,Yes,42.24,No,Yes,DSL,22,Yes,Yes,No,Yes,Yes,No,No,Yes
1156-ZFYDO,None,Yes,37.62,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1157-BQCUW,Offer E,Yes,30.07,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes
1159-WFSGR,Offer D,Yes,45.54,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1162-ECVII,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1163-ONYEY,Offer B,Yes,28.55,Yes,Yes,Cable,20,Yes,Yes,Yes,No,Yes,No,No,Yes
1163-VIPRI,Offer B,Yes,13.25,Yes,Yes,Fiber Optic,47,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1166-PQLGG,None,Yes,17.33,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1167-OYZJF,None,Yes,49.94,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1169-SAOCL,None,Yes,22.52,Yes,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,No
1169-WCVAK,Offer D,Yes,34.05,Yes,Yes,Fiber Optic,20,Yes,Yes,No,Yes,No,No,No,Yes
1170-SASML,Offer A,Yes,34.49,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,No,No,No,Yes
1171-TYKUR,None,Yes,10.07,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1172-VIYBP,None,Yes,27.93,Yes,Yes,DSL,57,Yes,Yes,No,No,No,Yes,Yes,Yes
1173-NOEYG,None,Yes,18.74,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,Yes
1173-XZPYF,Offer D,Yes,10.95,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes
1174-FGIFN,Offer C,Yes,26.28,Yes,Yes,Fiber Optic,19,No,No,No,Yes,No,Yes,Yes,Yes
1177-XZBJL,Offer B,Yes,37.57,Yes,Yes,DSL,15,Yes,Yes,No,Yes,No,No,No,Yes
1178-PZGAB,None,Yes,18.57,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1179-INLAT,None,Yes,2.78,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1183-CANVH,Offer D,Yes,1.39,No,Yes,DSL,18,No,No,No,Yes,Yes,No,No,Yes
1184-PJVDB,None,Yes,11.3,No,Yes,Fiber Optic,4,No,No,No,No,Yes,No,No,Yes
1187-WILMM,None,Yes,44.55,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1193-RTSLK,None,Yes,36.18,No,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,Yes,Yes
1194-BHJYC,Offer B,No,0,No Info,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1194-HVAIF,Offer C,Yes,18.42,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,Yes
1194-SPVSP,None,Yes,27.88,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1195-OIYEJ,Offer D,Yes,5.43,No,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No
1196-AMORA,None,Yes,38.07,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes
1197-BVMVG,None,Yes,4.29,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes
1200-TUZHR,Offer E,Yes,44.63,Yes,Yes,Fiber Optic,29,No,No,No,No,No,Yes,No,Yes
1202-KKGFU,Offer D,Yes,23.99,No,Yes,DSL,51,Yes,No,No,Yes,No,No,No,Yes
1205-WNWPJ,Offer E,Yes,2.24,No,Yes,DSL,22,No,No,No,Yes,Yes,No,No,Yes
1206-EHBDD,Offer B,Yes,4.24,No,Yes,Fiber Optic,15,Yes,No,Yes,No,No,No,No,Yes
1207-BLKSA,None,Yes,19.21,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1208-DNHLN,None,Yes,5.8,Yes,Yes,DSL,12,No,No,No,No,No,No,No,Yes
1208-NBVFH,None,Yes,13.18,No,Yes,Cable,10,No,No,Yes,No,No,No,No,Yes
1209-VFFOC,Offer A,No,0,No Info,Yes,DSL,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1212-GLHMD,Offer E,Yes,18.26,No,Yes,Fiber Optic,29,Yes,No,No,No,No,Yes,Yes,Yes
1213-NGCUN,Offer E,Yes,48.89,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes
1215-EXRMO,None,Yes,46.91,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1215-FIGMP,Offer B,Yes,42.88,Yes,Yes,Fiber Optic,52,No,Yes,No,No,Yes,No,No,Yes
1215-VFYVK,Offer E,No,0,No Info,Yes,Cable,30,Yes,No,Yes,Yes,No,Yes,Yes,No
1216-BGTSP,None,Yes,5.97,Yes,Yes,Fiber Optic,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1216-JWVUX,None,Yes,4.46,No,Yes,Fiber Optic,58,No,Yes,No,No,No,No,No,Yes
1217-VASWC,Offer B,Yes,37.09,No,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1218-VKFPE,Offer D,Yes,19.48,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1219-NNDDO,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes
1221-GHZEP,None,Yes,23.18,No,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes
1222-KJNZD,Offer B,Yes,1.89,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1222-LRYKO,Offer E,Yes,38.28,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1223-UNPKS,None,Yes,3.87,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1226-IENZN,Offer D,Yes,39.52,No,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes
1226-JZNKR,Offer E,Yes,28.37,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1226-UDFZR,Offer E,Yes,21.28,No,Yes,Cable,26,No,Yes,No,No,No,No,No,Yes
1227-UDMZR,None,Yes,2.95,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1228-FZFRV,None,Yes,20.88,Yes,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1228-ZLNBX,None,Yes,3.26,Yes,Yes,Fiber Optic,51,No,No,No,No,No,No,No,Yes
1229-RCALF,None,Yes,46.44,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1230-QAJDW,None,Yes,42.68,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes
1231-YNDEK,None,Yes,29.31,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1236-WFCDV,None,Yes,11.31,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,No,Yes
1237-WIYYZ,Offer D,Yes,10.67,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1240-HCBOH,None,Yes,43.3,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1240-KNSEZ,Offer E,Yes,40.83,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1241-EZFMJ,Offer B,Yes,11.53,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1241-FPMOF,None,Yes,21.98,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1245-HARPS,None,Yes,14.61,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1247-QBVSH,Offer B,Yes,14.64,No,Yes,DSL,19,No,Yes,No,No,No,No,No,Yes
1248-DYXUB,Offer B,Yes,40.33,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1251-KRREG,None,Yes,44.31,Yes,Yes,DSL,73,No,Yes,No,No,No,No,Yes,Yes
1251-STYSZ,None,Yes,8.75,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,No,No,No
1254-IZEYF,None,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes
1257-SXUXQ,None,Yes,8.04,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1258-YMZNM,Offer C,Yes,35.76,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1260-TTRXI,Offer E,Yes,40.15,No,Yes,DSL,19,No,No,No,No,No,Yes,Yes,No
1261-FWTTE,None,No,0,No Info,Yes,Cable,2,No,No,No,No,No,Yes,Yes,Yes
1262-OPMFY,Offer E,Yes,31.75,No,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes
1264-BYWMS,Offer B,Yes,47.38,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes
1264-FUHCX,Offer B,No,0,No Info,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes
1265-BCFEO,Offer A,Yes,26.58,Yes,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1265-HVPZB,None,Yes,16.06,No,Yes,DSL,4,Yes,Yes,Yes,No,Yes,No,No,Yes
1265-XTECC,None,Yes,1.98,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes
1265-ZFOSD,None,Yes,16.61,Yes,Yes,Cable,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1266-NZYUI,Offer A,Yes,14.65,Yes,Yes,DSL,20,Yes,No,Yes,Yes,No,No,No,Yes
1268-ASBGA,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes
1269-FOYWN,None,Yes,36.86,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1270-XKUCC,None,Yes,12.85,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1271-SJBGZ,None,No,0,No Info,Yes,DSL,10,No,No,Yes,Yes,No,Yes,No,Yes
1271-UODNO,None,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes
1272-ILHFG,Offer D,Yes,17.28,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1273-MTETI,None,Yes,12.86,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,Yes,No,Yes
1282-IHQAC,Offer A,No,0,No Info,Yes,Cable,13,No,Yes,Yes,No,Yes,No,No,Yes
1285-OKIPP,None,Yes,23.2,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes
1291-CUOCY,None,Yes,4.32,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1293-BSEUN,None,Yes,6.9,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1293-HHSHJ,Offer C,Yes,23.77,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1297-VQDRP,Offer A,Yes,32.11,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,No,No
1298-PHBTI,None,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes
1299-AURJA,None,Yes,30.33,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1301-LOPVR,None,No,0,No Info,Yes,DSL,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1302-TPUBN,None,Yes,21.23,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1302-UHBDD,Offer D,Yes,48.46,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes
1303-SRDOK,Offer B,Yes,27.87,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes
1304-BCCFO,None,Yes,14.91,No,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes
1304-NECVQ,Offer E,Yes,43.96,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes
1304-SEGFY,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,24,No,No,Yes,No,Yes,Yes,Yes,Yes
1306-RPWXZ,None,Yes,31.7,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1307-ATKGB,None,Yes,27.91,No,Yes,Fiber Optic,59,No,Yes,Yes,No,No,Yes,Yes,Yes
1307-TVUFB,None,Yes,13.51,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes
1309-BXVOQ,Offer D,Yes,21.83,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1309-XGFSN,None,Yes,7.04,Yes,Yes,DSL,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1310-QRITU,None,Yes,38.32,Yes,Yes,DSL,20,No,No,No,No,No,No,No,Yes
1319-YLZJG,Offer D,Yes,39,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes
1320-GVNHT,None,Yes,27.88,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1320-HTRDR,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes
1320-REHCS,None,Yes,23.04,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1322-AGOQM,None,No,0,No Info,Yes,DSL,26,No,Yes,No,No,No,No,No,Yes
1323-OOEPC,None,Yes,41.74,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,Yes,Yes,Yes
1324-NLTJE,Offer D,Yes,17.19,Yes,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes
1325-USMEC,Offer A,Yes,48,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,No,No,Yes
1328-EUZHC,None,Yes,25.54,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1329-VHWNP,None,No,0,No Info,Yes,DSL,4,No,No,No,No,No,No,No,Yes
1333-PBMXB,None,Yes,28.87,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1334-FJSVR,Offer E,No,0,No Info,Yes,DSL,7,No,No,No,No,No,No,No,Yes
1334-PDUKM,Offer A,Yes,9.76,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,No,No,No,No
1335-HQMKX,Offer A,Yes,46.1,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1335-MXCSE,None,Yes,46.61,No,Yes,DSL,30,No,No,Yes,Yes,No,No,No,Yes
1335-NTIUC,None,No,0,No Info,Yes,DSL,7,No,No,No,No,No,No,No,Yes
1336-EZFZY,None,Yes,25.8,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1337-BOZWO,None,No,0,No Info,Yes,DSL,59,No,Yes,Yes,No,Yes,No,No,Yes
1338-CECEE,None,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes
1342-JPNKI,Offer D,Yes,5.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes
1343-EHPYB,None,Yes,48.95,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1345-GKDZZ,None,Yes,17.53,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1345-ZUKID,Offer D,Yes,26.02,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1346-PJWTK,None,Yes,17.73,No,Yes,Fiber Optic,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1346-UFHAX,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No
1347-KTTTA,Offer B,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1349-WXNGG,None,Yes,12,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1352-HNSAW,None,Yes,34.69,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1352-VHKAJ,None,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No
1353-GHZOS,Offer D,Yes,6.03,No,Yes,DSL,51,Yes,No,No,No,Yes,No,No,Yes
1353-LJWEM,Offer D,Yes,28.76,No,Yes,DSL,27,No,Yes,Yes,Yes,No,No,No,Yes
1354-YZFNB,Offer E,Yes,29.09,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1355-KUSBG,Offer E,Yes,9.1,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes
1356-MKYSK,Offer E,Yes,46.59,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1357-BIJKI,Offer B,Yes,38.29,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes
1357-MVDOZ,Offer D,Yes,21.14,No,Yes,DSL,47,No,No,Yes,No,Yes,No,No,Yes
1360-JYXKQ,None,Yes,22.05,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1360-RCYRT,Offer D,No,0,No Info,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes
1360-XFJMR,None,Yes,17.72,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1363-TXLSL,Offer E,Yes,39.1,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
1370-GGAWX,None,Yes,33.18,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,No,Yes,Yes,Yes
1371-DWPAZ,None,No,0,No Info,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1371-OJCEK,None,Yes,13.67,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1371-WEPDS,None,Yes,28.56,No,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No
1373-ORVIZ,Offer D,Yes,15.69,Yes,Yes,DSL,12,No,No,No,Yes,No,Yes,Yes,Yes
1374-DMZUI,Offer E,Yes,49.5,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes
1376-HHBDV,Offer C,Yes,10.74,No,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes
1379-FRVEB,Offer D,Yes,30.22,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes
1383-EZRWL,Offer E,Yes,48.22,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1384-RCUXW,None,Yes,34.18,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes
1385-TQOZW,Offer E,Yes,45.99,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1386-ZIKUV,Offer E,Yes,33.18,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1389-CXMLU,Offer E,Yes,26.32,Yes,Yes,Fiber Optic,8,No,No,Yes,No,Yes,No,No,Yes
1389-WNUIB,None,Yes,15.29,Yes,Yes,Cable,59,Yes,No,No,No,Yes,Yes,Yes,No
1391-UBDAR,Offer D,Yes,18.33,No,Yes,Fiber Optic,76,No,No,Yes,No,No,No,No,Yes
1393-IMKZG,None,Yes,2.7,No,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,Yes,Yes
1394-SUIUH,None,Yes,44.44,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes
1395-OFUWC,Offer B,No,0,No Info,Yes,Cable,53,No,Yes,No,No,No,No,No,Yes
1395-WSWXR,None,Yes,47.51,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1396-QWFBJ,None,Yes,5.07,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes
1397-XKKWR,None,No,0,No Info,Yes,DSL,14,Yes,No,Yes,No,No,No,No,Yes
1399-OUPJN,None,Yes,12.26,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1399-UBQIU,None,Yes,16.14,No,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes
1400-MMYXY,None,Yes,41.3,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes
1400-WIVLL,None,Yes,16.78,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1401-FTHFQ,Offer D,Yes,24.22,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1402-PTHGN,Offer D,Yes,40.36,No,Yes,DSL,51,Yes,Yes,No,Yes,No,No,No,Yes
1403-GYAFU,Offer A,Yes,48.57,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1403-LKLIK,None,Yes,28.4,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1406-PUQVY,Offer E,Yes,6.35,No,Yes,DSL,76,No,Yes,No,No,No,No,No,Yes
1407-DIGZV,None,Yes,45.33,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1409-PHXTF,Offer B,Yes,32.56,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1410-RSCMR,None,Yes,49.98,No,Yes,Cable,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1414-YADCW,Offer A,Yes,1.07,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,No,No,Yes
1415-YFWLT,Offer E,Yes,30.23,No,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,No,Yes
1421-HCERK,None,Yes,33.48,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1422-DGUBX,None,Yes,43.11,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,No,No,Yes
1423-BMPBQ,Offer E,Yes,28.28,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1427-VERSM,Offer B,Yes,7,No,Yes,Fiber Optic,18,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1428-GTBJJ,None,Yes,5.4,No,Yes,Fiber Optic,41,No,Yes,No,No,No,No,No,Yes
1428-IEDPR,None,Yes,20.8,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1429-UYJSV,Offer D,Yes,36.65,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1430-SFQSA,Offer C,No,0,No Info,Yes,DSL,8,Yes,No,No,Yes,No,No,No,Yes
1431-AIDJQ,Offer C,Yes,1.62,No,Yes,Cable,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1431-CYWMH,Offer D,Yes,46.45,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1432-FPAXX,None,No,0,No Info,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes
1436-ZMJAN,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes
1439-LCGVL,Offer C,Yes,1.75,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1442-BQPVU,None,No,0,No Info,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes
1442-OKRJE,None,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1444-VVSGW,Offer A,Yes,17.17,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1447-GIQMR,None,Yes,2.2,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes
1447-PJGGA,None,Yes,17.55,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes
1448-CYWKC,None,Yes,43.01,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1448-PWKYE,Offer E,Yes,35.71,No,Yes,Cable,3,No,No,No,No,No,Yes,Yes,Yes
1449-XQEMT,Offer E,Yes,15.12,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
1450-GALXR,None,Yes,14.53,Yes,Yes,Fiber Optic,30,No,No,No,Yes,Yes,Yes,Yes,No
1450-SKCVI,None,Yes,35.59,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes
1452-KIOVK,Offer D,Yes,29.54,Yes,Yes,Fiber Optic,53,No,Yes,No,No,Yes,No,No,Yes
1452-UZOSF,Offer A,Yes,7.16,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1452-VOQCH,None,Yes,4.53,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes
1452-XRSJV,None,Yes,15.06,No,Yes,DSL,11,Yes,No,No,No,No,No,No,Yes
1453-RZFON,Offer E,Yes,9,No,Yes,Cable,53,Yes,No,No,No,No,No,No,Yes
1455-ESIQH,None,Yes,16.06,No,Yes,Fiber Optic,3,No,No,No,No,Yes,Yes,Yes,Yes
1455-HFBXA,Offer B,Yes,18.02,Yes,Yes,Fiber Optic,3,Yes,No,Yes,Yes,No,No,No,No
1455-UGQVH,Offer D,Yes,1.09,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes
1456-TWCGB,None,Yes,38.01,No,Yes,Cable,5,No,Yes,No,No,No,No,No,Yes
